                mar1  chr1               mar2 chr2 fem  mal    LOD
              UT7687  2            AFMa311wd1  8  0.42 0.00   3.01
              UT7687  2             AFM123xg5  8  0.32 0.00   3.58
              UT7687  2            AFMa127ye5  8  0.11 0.09   3.20
              UT7687  2             AFM107yb2  8  0.50 0.00   3.01
              UT7687  2            AFMa071yf9  8  0.45 0.00   3.03
              UT7687  2               ATA1G10  8  0.50 0.00   3.01
              UT7687  2            AFMa072yd5  8  0.50 0.00   3.01
              UT7580  2             AFM107xb6  8  0.31 0.00   3.03
              UT7580  2            AFMa346ze5  8  0.37 0.00   3.18
              UT7580  2                 UT885  8  0.50 0.00   3.01
          AFMa127xb9  2             AFM107xb6  8  0.31 0.19   3.15
          AFMb303xf1  2             AFM295xh9  8  0.17 0.43   3.22
          AFM242xf10  2            GATA160B10  8  0.21 0.50   3.06
          AFM242xf10  2            GATA129G08  8  0.22 0.50   3.09
           AFM270xh9  2                UT5182  8  0.00 0.45   3.03
           AFM260xc5  2                UT5182  8  0.00 0.40   3.05
           AFM260xc5  2             GATA91F11  8  0.00 0.25   3.16
           AFM234xe3  2                UT5182  8  0.10 0.00   3.15
          AFMa238xc9  2                 UT903  8  0.50 0.05   4.00
          AFMa309xd1  2            AFMa337zh5  8  0.14 0.50   3.14
          AFMa136wh9  2             AFM248td9  8  0.16 0.50   3.41
           AFM318za9  2            AFMa312xh9  8  0.12 0.50   3.24
           AFM318za9  2             AFM248td9  8  0.13 0.36   3.34
            ATA21D11  2             AFM198tb2  8  0.18 0.50   3.68
            GGAT4C08  2                D8S339  8  0.06 0.47   3.19
           AFM326zh9  2             AFM220yf8  8  0.00 0.45   3.03
           AFM326zh9  2             AFM345td5  8  0.00 0.50   3.01
           AFM326zh9  2             AFM198tb2  8  0.00 0.50   3.01
           AFM326zh9  2            AFMb292zf1  8  0.00 0.50   3.01
           AFM326zh9  2            GATA115F05  8  0.00 0.50   3.01
           AFM326zh9  2            AFMa119vd5  8  0.00 0.32   3.14
           AFM326zh9  2              ATA22A07  8  0.00 0.50   3.01
           AFM205yg7  2                Mfd196  8  0.50 0.00   3.01
            GATA6A03  2             AFM143xd8  8  0.33 0.26   3.40
          GATA167A05  2             AFM143xd8  8  0.21 0.40   3.51
          AFM191vg11  2              ATA27A03  8  0.08 0.33   4.12
          AFMa305zc1  2              ATA27A03  8  0.08 0.50   3.90
             GGAT1C4  2             AFM143xd8  8  0.25 0.35   3.37
             GGAT1C4  2              ATA27A03  8  0.05 0.33   4.19
             GGAT1C4  2            AFMb336xd9  8  0.25 0.31   3.57
           AFM016yc5  2              ATA27A03  8  0.08 0.00   3.90
           AFM234xe3  2             AFM161xd6  9  0.50 0.00   3.91
           AFM339yf9  2                 UT685  9  0.00 0.50   3.01
          AFMa066ze9  2              ATA25F10  9  0.20 0.29   4.03
          AFMb352xg5  2            AFM164ya11  9  0.44 0.00   3.20
            ATA17C10  2             GATA89C08  9  0.29 0.00   3.47
            ATA17C10  2            AFMa337zh1  9  0.29 0.08   3.04
          GATA135B08  2               ATC2B11  9  0.09 0.50   3.11
           GATA27A12  2               ATC2B11  9  0.05 0.50   3.69
           AFM094ye9  2             AFM345ta9  9  0.00 0.19   3.39
          GATA194A05  2            GATA152H04  9  0.32 0.11   3.18
          AFMa104yd5  2             AFM261zh9  9  0.06 0.50   3.44
           AFM261yb1  2             GATA11A07  9  0.22 0.17   3.17
             GCT8B09  2                UT8065  9  0.24 0.00   3.20
          AFMb005wd9  2              ATA79C01 10  0.29 0.11   3.20
          AFMa244xh1  2            AFMa106vf5 10  0.30 0.34   3.06
          AFMa244xh1  2             AFM342xe9 10  0.23 0.30   3.79
          AFMa244xh1  2             GATA69B05 10  0.18 0.37   4.00
          AFMa244xh1  2             AFM183xg1 10  0.22 0.35   3.71
          AFMa244xh1  2              ATA79C01 10  0.23 0.30   4.40
          AFMa244xh1  2            AFMa212wh5 10  0.24 0.31   4.38
          AFMa244xh1  2               ATA5A04 10  0.24 0.36   3.17
          AFMa244xh1  2            AFMa056wh1 10  0.21 0.35   3.73
          AFMc012xf9  2            AFMa212wh5 10  0.28 0.24   3.75
          AFMb303xf1  2            AFMa212wh5 10  0.36 0.22   3.04
           GGAA20G10  2            AFMa218xg5 10  0.20 0.23   3.52
           GGAA20G10  2            AFMb326yf1 10  0.21 0.26   3.23
          AFMa070we9  2            AFMa212wh5 10  0.37 0.27   3.03
           AFM331zg5  2            AFMa212wh5 10  0.36 0.23   3.05
           AFM260xc5  2                UT1466 10  0.00 0.50   3.01
          AFMa341ye1  2            AFMa212wh5 10  0.36 0.20   3.52
          AFMa341ye1  2             GGAA22G11 10  0.32 0.14   3.21
          AFMa341ye1  2            AFMa085wc5 10  0.32 0.30   3.15
          AFMa341ye1  2            AFMa218xg5 10  0.31 0.07   3.83
          AFMa341ye1  2            AFMa062wh1 10  0.31 0.23   3.91
          AFMa341ye1  2             AFM256yf9 10  0.32 0.25   3.18
          AFMa341ye1  2            AFMb326yf1 10  0.31 0.21   3.11
           AFM331we9  2            AFMa212wh5 10  0.36 0.27   3.15
          AFMa309xd1  2              GGAA9B08 10  0.46 0.12   3.28
          AFMa309xd1  2            AFMa062wh1 10  0.44 0.14   3.24
          AFMa309xd1  2             AFM362tb1 10  0.41 0.07   3.13
           AFM302yf5  2              GGAA9B08 10  0.50 0.19   3.67
           AFM302yf5  2             AFM290vh1 10  0.50 0.12   3.54
           AFM302yf5  2            AFMa041yh1 10  0.50 0.25   3.10
          AFMb009xf1  2            AFMa062wh1 10  0.50 0.19   3.67
           AFM303yf1  2            AFMa062wh1 10  0.45 0.19   3.05
           AFM240yf8  2            AFMa062wh1 10  0.50 0.23   3.04
           AFM303yc1  2            AFMa062wh1 10  0.50 0.24   3.19
          AFMa082xe1  2            AFMa062wh1 10  0.50 0.17   3.71
          AFMa082xe1  2            AFMa041yh1 10  0.50 0.24   3.17
           AFM337yf9  2            AFMa062wh1 10  0.49 0.17   4.24
           AFM198wc5  2             GATA69B05 10  0.50 0.14   3.14
           AFM198wc5  2            AFMa056wh9 10  0.49 0.11   3.69
           AFM198wc5  2             AFM137xh4 10  0.50 0.14   3.08
           AFM198wc5  2                Mfd200 10  0.47 0.12   3.25
           AFM198wc5  2              GATA6H05 10  0.50 0.14   3.38
           AFM198wc5  2              GGAA9B08 10  0.50 0.14   3.08
           AFM198wc5  2            AFMa085wc5 10  0.50 0.14   3.38
           AFM198wc5  2            AFMa062wh1 10  0.50 0.14   3.08
           AFM198wc5  2            AFMa100xb1 10  0.50 0.14   3.14
           AFM198wc5  2            AFMa041yh1 10  0.50 0.14   3.38
          AFMa239yd5  2            AFMa041yh1 10  0.40 0.24   3.12
           AFM296vg9  2            AFMa062wh1 10  0.50 0.21   3.06
          AFMb313yd5  2            AFMa062wh1 10  0.50 0.17   3.19
           AFM351tb1  2              GGAA9B08 10  0.50 0.21   3.06
           AFM351tb1  2            AFMa062wh1 10  0.50 0.19   3.58
            ATA66A07  2             GGAA22D12 10  0.31 0.21   3.23
          AFMb351xf1  2             AFM210we3 10  0.09 0.34   3.00
          AFMa142yf1  2            AFMa132yd9 10  0.24 0.39   3.01
          AFMa142yf1  2            AFMa222zc5 10  0.21 0.27   3.26
          AFMa350xh9  2             AFM265wf1 10  0.36 0.28   3.17
           GATA26H10  2             GGAA22D12 10  0.26 0.26   3.04
          AFMb304yh1  2            AFMa064za5 10  0.00 0.25   4.00
           AFM310xf5  2             AFM265zg5 10  0.45 0.27   3.01
           AFM310xf5  2             AFM092zb7 10  0.46 0.24   3.00
            GATA8B11  2             AFM265zg5 10  0.37 0.23   3.22
            GATA8B11  2             AFM092zb7 10  0.48 0.20   3.18
          AFMc025xe1  2             AFM205xe3 10  0.46 0.21   3.22
           AFM165xd8  2             AFM205xe3 10  0.41 0.22   3.16
           AFM038xh8  2            AFMa133zg5 10  0.43 0.30   3.20
           AFM038xh8  2             GGAA22D12 10  0.41 0.30   3.06
           AFM038xh8  2             AFM296zg9 10  0.31 0.39   3.22
           AFM038xh8  2               AAC1C02 10  0.30 0.34   3.36
           GATA72C01  2             AFM284vf5 10  0.36 0.28   3.08
           GATA72C01  2             AFM287ve1 10  0.35 0.24   3.29
           GATA72C01  2            AFMa120xc5 10  0.46 0.24   3.07
           GATA72C01  2             AFM161xc1 10  0.38 0.25   3.00
           GATA72C01  2            AFMb341wg9 10  0.43 0.22   3.77
           GATA72C01  2             AFM265zg5 10  0.40 0.27   3.04
           GATA72C01  2            AFMa133zg5 10  0.41 0.27   3.87
           GATA72C01  2            AFMa124xh1 10  0.45 0.23   3.33
           GATA72C01  2             AFM240wg7 10  0.36 0.28   3.49
           GATA72C01  2            AFMa124wd9 10  0.44 0.28   3.17
           GATA72C01  2             AFM337xf9 10  0.42 0.27   3.26
           GATA72C01  2             AFM205xe3 10  0.43 0.24   3.28
          AFMa111ya9  2             AFM284vf5 10  0.38 0.27   3.14
          AFMa111ya9  2             AFM287ve1 10  0.30 0.18   3.67
          AFMa111ya9  2             AFM161xc1 10  0.36 0.21   3.18
          AFMa111ya9  2            AFMb341wg9 10  0.40 0.18   3.68
          AFMa111ya9  2            AFMa133zg5 10  0.39 0.25   3.75
          AFMa111ya9  2            AFMa124xh1 10  0.41 0.23   3.04
          AFMa111ya9  2             AFM240wg7 10  0.36 0.27   3.00
           AFM297xh5  2             AFM205zd8 10  0.17 0.25   3.67
           AFM297xh5  2            AFMa232yh9 10  0.18 0.28   4.08
          AFM220xa11  2             AFM205zd8 10  0.14 0.27   3.54
              Mfd115  2            AFMa232yh9 10  0.15 0.24   3.42
          AFMa343xe9  2             AFM203xc5 10  0.42 0.28   3.23
          AFMa343xe9  2             AFM287ve1 10  0.35 0.28   3.11
          AFMa343xe9  2            AFMa133zg5 10  0.38 0.31   3.47
          AFMa343xe9  2             AFM042xa9 10  0.41 0.29   3.25
          AFMa343xe9  2             AFM296zg9 10  0.31 0.36   3.36
          AFMa343xe9  2               AAC1C02 10  0.30 0.33   3.27
          AFMa343xe9  2             AFM205zd8 10  0.16 0.28   3.42
          AFMa343xe9  2            AFMb021zd1 10  0.24 0.34   3.11
          AFMa343xe9  2            AFMa232yh9 10  0.29 0.30   3.23
            GGAA4D07  2             AFM205zd8 10  0.16 0.30   3.18
          GATA181G08  2             AFM203xc5 10  0.40 0.27   3.30
          GATA181G08  2             AFM296zg9 10  0.32 0.37   3.10
          GATA181G08  2             AFM205zd8 10  0.14 0.27   3.54
          GATA181G08  2            AFMa232yh9 10  0.31 0.33   3.08
          AFMa296xc5  2             AFM287ve1 10  0.25 0.17   3.70
          AFMa296xc5  2            AFMa120xc5 10  0.38 0.17   3.84
          AFMa296xc5  2            GATA196C10 10  0.41 0.20   3.81
          AFMa296xc5  2             AFM161xc1 10  0.36 0.20   3.51
          AFMa296xc5  2            AFMb341wg9 10  0.38 0.18   4.20
          AFMa296xc5  2             AFM265zg5 10  0.33 0.20   3.23
          AFMa296xc5  2            AFMb027wc9 10  0.39 0.16   3.43
          AFMa296xc5  2            AFMa133zg5 10  0.40 0.20   4.03
          AFMa296xc5  2            AFMa124xh1 10  0.41 0.20   3.92
          AFMa296xc5  2             AFM240wg7 10  0.40 0.20   3.64
          AFMa296xc5  2            AFMa216xf9 10  0.42 0.16   3.59
          AFMa296xc5  2             AFM155zc3 10  0.42 0.21   3.11
          AFMa296xc5  2            GATA134F03 10  0.46 0.18   3.07
          AFMa296xc5  2             AFM205xe3 10  0.50 0.17   3.16
          AFMa296xc5  2            AFMb021zd1 10  0.25 0.31   3.06
          AFMa116zh9  2             AFM287ve1 10  0.32 0.24   3.12
          AFMa116zh9  2             AFM161xc1 10  0.33 0.24   3.37
          AFMa116zh9  2            AFMb341wg9 10  0.37 0.24   3.36
          AFMa116zh9  2             GGAA22D12 10  0.40 0.26   3.19
          AFMa116zh9  2                D10S12 10  0.12 0.27   3.17
           GATA69E12  2            AFMb021zd1 10  0.17 0.33   3.24
           AFM200xb2  2             AFM287ze1 10  0.18 0.38   3.00
           AFM200xb2  2            AFM029xh12 10  0.06 0.47   3.19
          AFM240vh12  2             AFM265zg5 10  0.24 0.24   3.24
           AFM177xh4  2            AFMa244vb5 10  0.24 0.37   3.18
           AFM331xf1  2             AFM154xh2 10  0.50 0.21   3.17
           AFM331xf1  2             AFM331xa9 10  0.50 0.21   3.28
           AFM331xf1  2             GGAA22D12 10  0.50 0.22   3.42
           AFM331xf1  2             GATA48G07 10  0.49 0.19   3.14
           AFM331xf1  2            AFMa191wf5 10  0.45 0.23   3.11
           AFM331xf1  2             AFM042xa9 10  0.48 0.18   4.21
           AFM331xf1  2            AFM065yh11 10  0.50 0.19   3.76
           AFM331xf1  2            AFM185xe11 10  0.48 0.19   3.56
           GATA14B12  2            AFMa244vb5 10  0.19 0.36   3.41
           AFM350td1  2             AFM154xh2 10  0.50 0.23   3.23
           AFM350td1  2             GGAA22D12 10  0.46 0.25   3.26
           AFM350td1  2            AFMa244vb5 10  0.18 0.35   3.58
          GATA115D05  2             AFM154xh2 10  0.50 0.21   3.17
          GATA115D05  2             GGAA22D12 10  0.46 0.26   3.03
          AFMa061yb9  2            AFMa046ye9 10  0.43 0.16   3.65
          AFMa061yb9  2             ATA103C06 10  0.47 0.16   3.44
          AFMa061yb9  2            AFMa244vb5 10  0.23 0.26   3.73
          AFMa061yb9  2               AAC1C02 10  0.31 0.23   3.15
           GATA62B10  2            AFMb341wg9 10  0.37 0.27   3.05
           GATA62B10  2            AFMa046ye9 10  0.42 0.22   3.49
           GATA62B10  2            AFMa191wf5 10  0.41 0.27   3.04
           GATA62B10  2             AFM042xa9 10  0.43 0.23   3.30
           GATA62B10  2            AFMa244vb5 10  0.23 0.33   3.94
           GATA71D09  2            AFMa244vb5 10  0.21 0.34   3.00
            GATA6E12  2                D10S12 10  0.00 0.39   3.34
          AFMa126zb1  2             GGAA22D12 10  0.38 0.28   3.06
          AFMa126zb1  2             AFM042xa9 10  0.44 0.27   3.08
          AFMa126zb1  2            AFMa244vb5 10  0.19 0.35   3.32
          AFMa341xh1  2            AFMb341wg9 10  0.36 0.26   3.35
          AFMa341xh1  2             GATA48G07 10  0.50 0.23   3.23
          AFMa341xh1  2            AFMa191wf5 10  0.50 0.25   3.01
          AFMa341xh1  2             AFM042xa9 10  0.50 0.23   3.68
          AFMa341xh1  2            AFM065yh11 10  0.50 0.24   3.31
          AFMa341xh1  2            AFM185xe11 10  0.44 0.24   3.19
           AFM333vh5  2            AFMb341wg9 10  0.32 0.27   3.26
